nuts3,constraints,lon,lat
UKE32,drainage; soil_moisture; gdd,-1.5503358264312483,53.40447716425563
UKE41,drainage; soil_moisture; gdd,-1.8546397477796814,53.844735053624895
UKE44,drainage; soil_moisture; gdd,-1.8621366169182292,53.67165192882758
UKE45,drainage,-1.4117246542505641,53.66070416925174
UKF12,drainage,-1.3874389684216673,53.2266408829279
UKF13,soil_moisture; gdd,-1.6704121064758028,53.12067396114987
UKJ21,soil_depth,-0.13391437097961106,50.84454287672245
UKJ26,drainage,-0.19175249751209683,51.232148413473354
UKJ28,drainage,-0.269363824577084,51.01025245854111
UKK30,soil_depth; soil_moisture,-4.835073786056213,50.403622122580394
UKK41,soil_depth; soil_moisture,-4.118665365942101,50.39188947127704
UKK42,soil_depth; soil_moisture,-3.554098150514902,50.441744147005416
UKK43,soil_depth; soil_moisture,-3.8100946226891463,50.76066180064074
UKL11,soil_moisture,-4.3751906115143395,53.28743207717837
UKL12,soil_depth; soil_moisture; gdd,-4.021282782317697,52.89272316584566
UKL13,soil_depth; soil_moisture; gdd,-3.57250993936013,53.11786864487877
UKL14,soil_depth; soil_moisture,-4.336694893283688,51.9996044473217
UKL15,soil_depth; soil_moisture; gdd,-3.420012003755297,51.66927839339007
UKL16,soil_depth; soil_moisture; gdd,-3.1652395144090746,51.68854606185794
UKL17,soil_depth; soil_moisture,-3.6897894183073072,51.63641163375973
UKL18,soil_moisture,-4.051979942309055,51.64321538893134
UKL21,soil_depth,-2.889256538219931,51.73161751850735
UKL22,soil_moisture,-3.341018517315213,51.46517580305957
UKL24,soil_depth; soil_moisture; gdd,-3.4097798106585038,52.32377059762359
UKM21,soil_moisture; gdd,-2.921411802789797,56.718151694413265
UKM22,gdd,-3.193255640519688,56.22052806296491
UKM23,soil_moisture; gdd,-2.8545235405468588,55.90318075957131
UKM24,soil_moisture; gdd,-2.7886387046657988,55.57613758586836
UKM25,gdd,-3.288459304504732,55.92440002986079
UKM26,drainage; gdd,-3.797695687364599,55.99534428779538
UKM27,acidity; soil_moisture; gdd,-3.9764791659683545,56.47161777343365
UKM28,drainage; gdd,-3.5744183722701552,55.8843261906424
UKM31,acidity; soil_moisture; gdd,-4.372322967059746,55.971495085771494
UKM32,soil_moisture; gdd,-3.9632434164248806,55.0775780016828
UKM33,drainage; acidity; soil_moisture; gdd,-4.5875302714616595,55.55392039316632
UKM34,drainage; soil_moisture,-4.252552537016398,55.85791905501243
UKM35,soil_moisture; gdd,-4.543784898175719,55.83399178955936
UKM36,drainage; soil_moisture; gdd,-3.948154819539251,55.87483925281664
UKM37,drainage; soil_moisture; gdd,-4.688796794688269,55.267354211593016
UKM38,acidity; soil_moisture; gdd,-3.8105471898808863,55.612720467233366
UKM50,soil_moisture; gdd,-2.620208493071362,57.23850001503882
UKM61,drainage; acidity; soil_moisture; sandy_texture; om_peat; gdd,-4.614491674120834,57.98193278696142
UKM62,acidity; soil_moisture; sandy_texture; gdd,-3.998159452590673,57.304516029887665
UKM63,slope; drainage; acidity; soil_moisture; om_peat; gdd,-5.522451907084026,56.52886873104479
UKM64,drainage; acidity; soil_moisture; om_peat; gdd,-6.859388836678256,57.92085081575372
UKM65,drainage; soil_moisture; gdd,-3.047349341723517,59.0245381035246
UKM66,soil_moisture; gdd,-1.2566405254139212,60.37858083007757
UKN01,drainage; soil_moisture; gdd,-5.941394020915472,54.60268568448839
UKN02,drainage; soil_moisture,-5.982513167874583,54.58405408021435
UKN03,drainage; soil_moisture,-6.063307468355888,54.58907198690206
UKN04,drainage; soil_moisture; gdd,-6.889430139532471,54.96816531518894
